120																																		
	Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X3'	Y3'	Z3'	X6'	Y6'	Z6'									
610	5.075	-693.31201	1210.56519	885.33881	163.80032	3109.15088	1518.27795													693.31201														
611	5.083	-693.30048	1210.50122	885.35693	158.45004	3103.08423	1518.08179	-550.00745	713.48737	999.44427	-1406.75037	2619.60986	1450.4928							143.29303														
612	5.092	-693.31329	1210.42114	885.42419	-551.6991	712.86584	1000.27802	-1406.77527	2616.08765	1450.20361	154.91336	3098.19067	1519.62109							-713.46198														
613	5.1	-693.31409	1210.40332	885.448	151.14882	3092.99072	1521.11072	112.07904	2978.12427	1181.97351										805.39313														
614	5.108	-693.35492	1210.49487	885.39233	147.67157	3088.61938	1522.52026	-547.4729	715.11346	998.16919	111.58815	2973.11768	1184.34973							145.88202														
615	5.117	-693.33478	1210.57275	885.36145	144.58595	3083.52002	1524.19019	-550.92706	712.77026	999.97723	105.28716	2965.53638	1187.06702	-718.17181	1090.22729	906.33893				142.40772														
616	5.125	-693.35504	1210.51343	885.38782	141.38887	3079.00903	1525.9751	-549.76227	713.74548	999.33655	101.79415	2959.26025	1189.45789							143.59277														
617	5.133	-693.29449	1210.42249	885.44446	138.37125	3074.10132	1527.93945	-547.87903	716.21741	998.49243	98.64598	2953.12451	1192.15552							145.41546														
618	5.142	-693.34937	1210.42297	885.46417	135.30603	3069.76685	1529.52527	-548.85681	714.70068	998.80566	95.5652	2947.19727	1194.80969	-218.75255	3131.53076	1172.28149	-2730.21191	1632.8927	1666.09216	144.49256														
619	5.15	-693.36292	1210.49048	885.39032	132.07794	3066.43994	1531.64661	92.50993	2941.44995	1198.21765	-222.25169	3125.0376	1172.33179	-2726.19702	1633.15576	1665.07092				785.87285														
620	5.158	-693.33008	1210.54553	885.38519	89.72729	2935.17871	1200.11865	690.39673	1629.52539	1842.78699	-225.54762	3118.45313	1172.45044	-2722.67847	1633.27527	1664.13818				1383.72681														
621	5.167	-693.36194	1210.51465	885.41022	-547.49902	714.86707	998.22119	87.30904	2930.1189	1203.42285	688.08215	1628.18945	1843.50708	-228.50835	3111.62036	1172.50647	-2719.53101	1633.31445	1663.04126	780.67098														
622	5.175	-693.39587	1210.37512	885.47327	-551.91241	712.90161	1000.35974	84.29218	2924.32129	1205.2113	685.63629	1627.44946	1843.9895							777.68805														
623	5.183	-693.31122	1210.41882	885.45874	-549.76227	713.74548	999.33655	-233.85132	3097.03174	1173.07361	-2711.95044	1633.71179	1661.03455	81.83439	2918.96069	1207.81665	683.33972	1626.49207	1844.45691	459.4599														
624	5.192	-693.33972	1210.46924	885.38562	-546.65198	715.24567	997.81079	-236.55794	3090.27588	1173.56348	79.1778	2914.40991	1210.1449	681.23779	1625.38013	1845.11719				456.78178														
625	5.2	-693.38593	1210.57056	885.37537	-549.83282	713.27631	999.44403	-239.17722	3083.74927	1173.75964	-2705.3208	1633.84729	1659.00378	679.10406	1624.44751	1845.6106	76.95698	2909.4834	1213.60669	454.20871														
626	5.208	-693.34277	1210.51367	885.44287	-551.21808	713.64246	1000.26135	-241.94048	3077.32861	1174.12427	-2701.54004	1634.02722	1658.00208	676.93701	1623.54126	1846.1543	72.43777	2904.11621	1216.06714	451.40229														
627	5.217	-693.35425	1210.38708	885.4964	-551.67291	714.39307	999.97742	-244.51384	3071.12231	1174.74658	72.21859	2900.0686	1217.49646	674.90173	1622.54761	1846.90222				448.84041														
628	5.225	-693.33026	1210.48511	885.40515	-549.86102	714.08691	999.32007	-246.84897	3064.56567	1175.1012	108.23898	3027.52368	1546.67676	70.00105	2895.90698	1219.57031				446.48129														
629	5.233	-693.3692	1210.53101	885.3855	-549.68042	714.44324	999.15027	-248.80754	3057.83594	1175.90991	105.98933	3023.43066	1548.65527	67.99651	2891.54541	1221.5791	-2690.99414	1634.43445	1655.17883	444.56166														
630	5.242	-693.32172	1210.57275	885.37476	6.69796	3260.05347	1499.00659	65.89934	2887.78809	1223.72681	-2687.28809	1634.55261	1654.26355	-259.64206	3046.19263	1176.24792				759.22106														
631	5.25	-693.3443	1210.4248	885.46582	64.03954	2883.88818	1225.79199	5.13633	3255.72974	1500.82385	-253.13838	3045.73511	1177.23804	-2683.55249	1634.86768	1653.43188				698.48063														
632	5.258	-693.30304	1210.4978	885.43109	62.11845	2880.34814	1227.73206	-549.32172	713.63568	999.17438	3.49821	3251.31494	1502.60486	-253.41844	3035.02563	1178.66858				143.98132														
633	5.267	-693.33258	1210.56763	885.42584	60.35634	2876.56934	1229.61194	97.74619	3010.34375	1555.68262	-550.42792	713.00012	999.73413							791.07877														
634	5.275	-693.39746	1210.59497	885.39856	58.74126	2873.32129	1231.51746	-549.53833	713.9007	999.21881	96.50858	3007.11328	1557.32385	-257.03915	3024.03906	1180.73169	-2673.86133	1635.12415	1651.40088	143.85913														
635	5.283	-693.36688	1210.50049	885.39032	57.09872	2870.0332	1233.19226	94.81339	3003.55225	1558.75879	-548.18073	714.42133	998.5752	-258.80798	3018.71875	1181.8606				788.18027														
636	5.292	-693.30219	1210.40271	885.41046	55.86977	2866.61523	1235.03381	93.54086	3000.83008	1560.30298										786.84305														
637	5.3	-693.37201	1210.43115	885.43347	52.66113	2863.10571	1237.5177	-717.55914	1088.59241	906.37152	503.95584	1491.05957	1662.46387	92.38025	2996.8623	1561.86646	-2663.88672	1635.4845	1649.59888	-24.18713														
638	5.308	-693.31696	1210.52844	885.36157	501.7554	1490.69812	1662.23474	53.48354	2860.20923	1237.63794	90.82346	2993.95532	1563.14734							746.8005														
639	5.317	-693.33582	1210.56091	885.44092	499.87839	1489.67029	1662.52686	52.19195	2857.49731	1239.09119	90.0604	2990.21436	1564.61719							745.52777														
640	5.325	-693.32196	1210.45325	885.41797	-551.55328	711.95782	1000.36993	88.57156	2987.30078	1565.53638	50.59785	2854.1709	1241.16931	40.52053	3555.64893	1179.20886				781.89352														
641	5.333	-693.31104	1210.47729	885.4259	-550.24182	712.67383	999.71271	87.79363	2983.76758	1566.86768	50.48748	2851.36987	1241.29883	-716.12775	1089.1272	904.495	-268.12204	2988.8186	1189.42444	781.10467	3551.57837	1180.63831	-842.6012	2969.53003	1612.62561									
642	5.342	-693.3446	1210.49976	885.40668	49.75056	2848.40552	1242.06628	-1502.61487	3115.42993	1776.5946	494.95319	1485.9856	1662.89441	86.23823	2980.63501	1567.74487	38.7493	3546.79614	1182.53186	-809.27027	2966.63184	1612.43237												
643	5.35	-693.32159	1210.50525	885.37177	-1506.86572	3112.61694	1779.24451	37.91386	3542.36304	1184.07874	49.03061	2845.34717	1243.21655	-837.70178	2963.58081	1612.33569	85.37801	2977.11987	1568.94104	731.23545														
644	5.358	-693.31244	1210.48584	885.36169	48.34061	2842.47925	1243.84119	-717.57611	1089.68518	906.27106	-1507.72461	3111.15503	1778.77417	491.04898	1485.01294	1662.74341	-300.32568	3111.8606	1542.67358	-24.26367	2973.64526	1569.89587	37.14482	3538.12036	1185.63281									
645	5.367	-693.3548	1210.49829	885.45447	-1508.20813	3109.79297	1778.25623	56.73242	2834.3689	1233.73474	48.09409	2839.27783	1244.43958	-717.24615	1088.90601	905.89551	-549.14874	713.36053	999.48956	750.08722	3106.73633	1544.00867	83.26043	2970.46631	1570.5033	36.41444	3533.56128	1187.03528						
646	5.375	-693.33118	1210.45251	885.42651	-1508.90125	3108.43945	1777.68689	82.44793	2967.12476	1571.62988	35.68979	3529.37061	1188.63318	37.16241	2831.83252	1245.77173				775.77911														
647	5.383	-693.35498	1210.49475	885.3949	47.13443	2833.93506	1245.3103	-1509.62268	3107.08789	1777.23425	-545.95361	715.95569	997.40558	34.77053	3525.00098	1189.87354	-827.96039	2951.56421	1611.48071	-816.2677	2963.93921	1572.05859												
648	5.392	-693.35809	1210.63232	885.38843	46.66486	2830.15991	1245.80273	-1510.15991	3105.7959	1776.69128	-696.24762	603.43634	1077.84558	-305.46304	3091.27319	1547.42969	80.76798	2960.22339	1573.0946	-816.80182	3520.70679	1191.29358												
649	5.4	-693.32843	1210.49707	885.38165	46.52198	2826.85229	1245.97571	-1510.86804	3104.38623	1776.14734	-307.08688	3086.22876	1548.7439							-817.53961														
650	5.408	-693.30963	1210.40942	885.41095	46.42049	2823.79077	1246.12488	55.11427	2819.08936	1235.9071	79.29424	2953.41992	1574.31799	-279.68396	2947.61279	1199.53113	32.89384	3511.74658	1193.77991	748.4239	3081.05981	1549.724												
651	5.417	-693.34351	1210.41577	885.48486	46.08723	2820.48047	1246.03186	-550.58008	713.15015	999.77142	78.52775	2950.21094	1574.94543	-280.61771	2942.85864	1200.47095	32.27931	3506.93823	1194.82654	142.76343	3075.94971	1550.64209												
652	5.425	-693.27997	1210.51331	885.39862	46.20985	2817.15771	1246.28149	-547.83105	714.5423	998.75171	54.96766	2812.64917	1236.03687	77.8574	2946.67505	1575.31128	31.38078	3503.16553	1196.06836	145.44892	3070.74487	1551.96985												
653	5.433	-693.31982	1210.53943	885.35364	45.94348	2813.58887	1246.07056	-548.2937	714.98157	998.52777	-282.547	2933.75732	1202.21155	77.59398	2943.19165	1575.85986	30.82612	3498.00146	1196.93079	145.02612	3065.62695	1552.97229												
654	5.442	-693.34955	1210.56799	885.37524	46.20245	2810.16211	1246.05383	-549.70935	713.3573	999.37982	76.52313	2939.98877	1576.12122	-312.9924	3060.43848	1553.82642				143.6402														
655	5.45	-693.34717	1210.4231	885.44244	46.09441	2806.51563	1246.04517	76.58185	2935.60083	1576.74634	-284.86218	2924.55615	1203.79236	29.23238	3489.21899	1199.03857	-314.23956	3055.24438	1555.01611	769.92902														
656	5.458	-693.35016	1210.36719	885.47949	45.93621	2802.96973	1245.83289	55.25324	2798.42749	1235.8031	28.71416	3484.18628	1199.72778	75.93555	2931.95313	1576.95068	-315.37823	3049.89795	1556.05322	748.6034														
657	5.467	-693.36536	1210.51233	885.40527	45.12822	2798.9624	1246.75122	75.40579	2928.29468	1577.08948	-316.34161	3044.66772	1556.73364							768.77115														
658	5.475	-693.34009	1210.57886	885.35535	45.84891	2795.31055	1246.35876	-548.69244	714.29187	998.80658	75.35382	2924.01294	1577.62915	-287.43469	2910.21118	1205.53333	26.87401	3475.09741	1201.57385	144.64765	3039.38037	1557.90625												
659	5.483	-693.35931	1210.53674	885.38342	-547.6095	714.69116	998.29596	74.58991	2919.94873	1577.68701	26.22569	3470.14502	1202.12451	46.36753	2791.51367	1245.4812				767.94922														
660	5.492	-693.36121	1210.43152	885.46252	-319.50757	3028.72656	1559.34424	-548.33606	715.32941	998.58319	74.01322	2915.89258	1577.68689	37.29849	2783.77808	1246.24316				145.02515														
661	5.5	-693.37323	1210.43445	885.48248	-320.77643	3023.22632	1560.1095	-165.3175	2660.53125	1282.09558	73.80029	2911.21558	1577.96069	24.19149	3460.83862	1203.5658				528.05573														
662	5.508	-693.33734	1210.50171	885.38953	-321.6199	3017.90405	1560.61206	46.75862	2779.00977	1244.64587	23.48549	3455.43018	1203.92212	-549.09167	713.2804	999.47968	73.28181	2906.91943	1577.95044	740.09596														
663	5.517	-693.35248	1210.53723	885.37469	47.08711	2774.74146	1244.37781	-322.19403	3011.63574	1561.35229	-1543.2489	3055.3335	1801.65076	72.51801	2902.48169	1577.71692	22.49463	3450.60645	1204.22485	371.15845														
664	5.525	-693.38312	1210.5354	885.41052	37.81179	2767.25513	1245.24023	-323.13336	3006.22876	1561.82263	-550.16119	713.55322	999.53229	71.76367	2897.82373	1577.61316	21.3114	3445.85327	1204.51648	370.24976	2880.24414	1211.55249												
665	5.533	-693.38135	1210.42993	885.46558	48.10218	2766.54663	1243.93933	-323.85672	3000.66113	1562.01563	-292.93878	2875.82666	1208.2793	-549.76227	713.74548	999.33655	71.17072	2892.73315	1577.32263	369.52463	3440.44165	1204.86658												
666	5.542	-693.32092	1210.45972	885.43164	47.61639	2761.39746	1243.66956	-324.72403	2995.00244	1562.28162	-549.46869	713.19775	999.30811	-293.50476	2870.79199	1208.09375	70.61896	2887.76025	1577.08484	368.59689														
667	5.55	-693.34131	1210.55444	885.41034	47.7236	2755.78711	1242.42175	-325.37711	2989.27588	1562.33948	-297.23315	2865.06812	1207.56702	-715.73816	1088.26196	904.125	69.98558	2882.94189	1576.70935	367.9642														
668	5.558	-693.3645	1210.45947	885.40344	-298.1524	2860.16626	1207.68774	47.64952	2751.47729	1241.78442	-326.06149	2983.76245	1562.31116	-546.45337	716.03833	997.59644	69.26402	2878.13892	1576.17236	741.01402	3425.16528	1204.27576												
669	5.567	-693.35742	1210.46533	885.41565	48.01325	2746.47778	1240.80371	-326.92227	2978.19653	1562.28467	-295.85364	2856.41333	1207.69629	-547.56329	714.82886	998.25391	68.65466	2873.16553	1575.51721	366.43515	3419.86353	1203.76526												
670	5.575	-693.37225	1210.44873	885.4577	67.95517	2868.23755	1574.81946	47.99263	2741.17798	1240.01428	-327.60019	2972.56079	1562.09375	-296.68777	2850.94507	1207.41443	-549.44135	713.1593	999.30341	741.36488	3414.12427	1203.37488												
671	5.583	-693.33716	1210.46594	885.41724	67.55177	2862.70483	1574.26953	47.85137	2736.02979	1239.30444	-328.12292	2966.97559	1561.8396	-297.51324	2845.65625	1207.08557	-552.13794	713.73901	1000.3139	741.18853	3071.68359	1934.51794												
672	5.592	-693.32941	1210.55371	885.39099	47.90824	2730.6394	1238.10596	-328.55682	2961.40991	1561.41626	-547.4411	715.41461	998.10571	-302.01874	2838.62817	1207.14404	67.13535	2857.29004	1573.44531	364.77259														
673	5.6	-693.33112	1210.50562	885.39771	66.29853	2853.02319	1571.97961	47.77631	2725.11401	1237.07617	-328.81851	2955.6665	1561.04443	-301.99493	2833.15771	1206.52991	11.76914	3397.66016	1201.25867	741.10743														
674	5.608	-693.32434	1210.42346	885.45319	66.03957	2847.30176	1571.23633	47.19753	2719.46899	1236.87817	-327.44833	2951.01929	1562.62439	-298.966	2828.69336	1205.42786	-1832.44885	3066.89941	1932.07104	740.52187	715.14288	998.66931												
675	5.617	-693.3576	1210.45947	885.42505	-329.47504	2944.16919	1560.22144	-299.60654	2822.88232	1204.47473	65.86224	2841.56641	1570.29529	-549.9201	713.36304	999.46527	47.65112	2713.75513	1235.00317	393.75106	3065.35815	1931.33374	-2534.34399	1639.63599	1631.72119									
676	5.625	-693.3902	1210.51367	885.42474	-304.10397	2815.84839	1204.53357	-329.71439	2938.37939	1559.58154	65.6429	2835.77246	1569.40564	-552.83978	712.48859	1001.14935	47.07399	2707.88721	1233.73706	363.67581	1639.55713	1630.80518												
677	5.633	-693.29413	1210.53088	885.36035	-300.73233	2810.90479	1202.6814	-330.09875	2932.40527	1559.06006	65.53181	2829.74536	1568.48767	44.98752	2701.34204	1233.37646				363.19538														
678	5.642	-693.35468	1210.4248	885.4281	46.83365	2696.05542	1230.97571	-301.55774	2805.2373	1201.80078	-1839.5376	3060.39673	1928.56921	-330.48569	2926.35913	1558.29626	65.50584	2823.47363	1567.33374	391.79694														
679	5.65	-693.30719	1210.47742	885.46912	46.20913	2689.75439	1229.36719	-301.74155	2799.31714	1200.76794	-330.6795	2920.198	1557.34692	-547.77618	715.41815	998.24255	65.45243	2817.00635	1566.12585	391.56564														
680	5.658	-693.25305	1210.47375	885.45404	46.11987	2683.45264	1227.87598	-302.27191	2793.03125	1199.37476	-330.76114	2913.99561	1556.47241	-549.93695	713.9566	999.33679	65.29428	2810.42578	1565.06458	390.98114														
681	5.667	-693.34418	1210.53076	885.37469	45.56568	2676.8855	1225.94641	-301.71747	2787.62549	1197.69299	-330.70825	2907.823	1555.60596	65.3175	2803.80298	1563.64685				391.62671														
682	5.675	-693.31171	1210.47327	885.38702	45.19795	2670.30469	1224.27295	-302.39554	2781.21484	1196.40503	-717.16626	1089.14063	905.57947	-330.73544	2901.47168	1554.6626	-546.17664	715.67194	997.88477	390.91617	2797.32886	1562.18225												
683	5.683	-693.34033	1210.4408	885.40002	-330.84961	2895.10767	1553.52673	40.63569	2662.14526	1222.63989	-548.5072	714.8241	998.60553	65.13441	2790.2439	1561.00757	-306.65598	2773.20044	1196.15979	733.97602														
684	5.692	-693.32898	1210.42517	885.44843	-303.34277	2769.0166	1193.77112	44.01754	2656.22168	1220.65234	-716.66058	1088.93457	905.39471	-330.74158	2888.75781	1552.37842	-550.41223	714.11761	999.88159	737.34652	2783.05469	1559.38538												
685	5.7	-693.36548	1210.45581	885.43909	-301.38245	2763.26807	1192.26062	43.58096	2649.19531	1218.53967	-330.41138	2882.30957	1550.77502	65.25466	2776.22754	1557.90649				736.94644														
686	5.708	-693.33282	1210.52136	885.42664	-304.02844	2755.1377	1190.77026	42.93175	2641.35376	1216.61279	-330.12326	2876.0498	1549.61292	65.22793	2769.13794	1556.22742				736.26457														
687	5.717	-693.34546	1210.48962	885.38428	-304.24905	2749.13354	1189.52551	42.31415	2633.99976	1214.64551	-716.90918	1089.82019	904.28461	-330.02405	2869.44824	1548.12622	-550.75165	714.92908	999.54681	735.65961	2761.76929	1554.67615												
688	5.725	-693.35651	1210.46936	885.41425	-304.9733	2742.32153	1188.02454	41.6423	2626.49365	1212.49109	-329.68988	2863.33887	1546.39368	-550.96906	712.50537	1000.03882	65.65845	2754.41797	1552.65369	734.99881														
689	5.733	-693.33435	1210.47302	885.43958	-305.79391	2734.46411	1186.36108	37.63161	2618.5896	1210.9668	-328.72632	2855.62329	1545.15601	-547.93817	714.34204	998.82922	65.69097	2746.85425	1550.90955	730.96596														
690	5.742	-693.31	1210.45398	885.40942	-306.0054	2727.39502	1185.03076	39.51394	2611.73999	1209.28455	-327.95074	2848.85352	1543.69958	-546.64246	715.25903	997.80463	66.24886	2738.99756	1548.92798	732.82394														
691	5.75	-693.34192	1210.51672	885.37433	-305.81631	2721.08276	1182.44238	39.46481	2603.90625	1206.23889	-327.26608	2841.9082	1542.13184	-549.48096	713.3941	999.28015	66.55679	2731.54297	1546.59607	732.80673														
692	5.758	-693.33716	1210.49304	885.40369	-306.88721	2713.54224	1181.07373	38.65578	2595.98438	1203.96924	-326.61002	2834.95483	1540.48828	-551.5769	713.52277	1000.08209	67.12704	2723.58447	1544.59473	731.99294														
693	5.767	-693.33173	1210.36597	885.44952	-306.42441	2707.06323	1179.21045	37.86672	2587.86987	1201.60376	-325.74231	2828.02588	1538.80701	-548.95398	713.92328	998.97546	67.65029	2715.80908	1542.55493	731.19845														
694	5.775	-693.37543	1210.42334	885.46234	-305.42676	2700.90527	1177.85364	36.89305	2579.60474	1199.1134	-323.73666	2819.10669	1538.35474	68.36979	2708.0293	1540.11646				730.26848														
695	5.783	-693.3186	1210.46667	885.39294	-306.83786	2692.84106	1175.6394	35.91769	2571.13184	1196.87378	-323.13702	2812.4917	1536.53845	-1500.5426	3116.77734	1780.08032	69.36028	2699.85742	1537.96985	729.23629														
696	5.792	-693.32513	1210.51331	885.37091	-306.91736	2685.47241	1174.29944	34.42303	2562.64014	1195.54602	-322.8194	2806.00073	1534.88049	-1505.67639	3113.05591	1781.67786	-551.48987	714.2486	1000.30334	727.74816	2691.89795	1535.85144												
697	5.8	-693.29181	1210.49097	885.40564	-306.94962	2678.07788	1172.37927	34.38788	2554.23901	1192.53833	-322.30267	2799.51123	1533.26831	-1507.02637	3110.90088	1780.08105	-552.15167	712.7146	1000.48907	727.67969	2683.68628	1533.72571												
698	5.808	-693.33789	1210.42627	885.44702	-307.63699	2669.66504	1171.14587	33.01465	2545.52393	1190.36475	-321.36279	2792.39209	1531.96692	-1508.44177	3108.58179	1778.7179	-546.64246	715.25903	997.80463	726.35254	2675.48096	1531.69348												
699	5.817	-693.30945	1210.40625	885.4975	-307.31107	2662.1106	1169.53528	31.98323	2536.72339	1188.25098	-320.45502	2785.08472	1530.76257	-1509.67578	3106.31567	1777.16541	-548.68555	713.94543	998.86182	725.29268	2667.32715	1529.42102												
700	5.825	-693.30847	1210.46289	885.36688	-307.25034	2654.34131	1168.16772	31.02704	2527.8728	1186.40588	-319.5665	2777.93286	1529.60022	-1511.06213	3104.11426	1775.92566	73.21388	2658.71265	1527.33093	724.33551														
701	5.833	-693.30469	1210.52271	885.3468	-307.75839	2647.28394	1166.68335	29.56988	2519.03149	1184.28955	-318.71036	2770.57202	1528.45117	-549.44537	713.98041	999.50739	74.14435	2650.19482	1525.35767	722.87457														
702	5.842	-693.31885	1210.49902	885.44568	-307.61688	2639.37476	1165.42798	27.66339	2510.01904	1183.34705	-318.17618	2763.52051	1527.30981	74.57177	2641.74146	1523.45325				720.98224														
703	5.85	-693.33136	1210.40771	885.50299	-307.44156	2632.19775	1163.82813	27.07437	2501.06104	1180.88635	-317.40521	2755.85962	1526.2793							720.40573														
704	5.858	-693.36035	1210.39868	885.46948	-307.96777	2624.46948	1162.52478	25.63801	2491.97803	1179.3407	-316.00385	2749.18384	1527.11047	76.18104	2624.16211	1520.11609				718.99836														
705	5.867	-693.32935	1210.57495	885.42181	-307.86282	2617.01904	1161.32483	23.23755	2482.65967	1178.79907	76.99094	2615.69141	1518.99744	-315.9646	2740.80029	1524.59399	-716.63666	1088.21338	905.59937	716.5669														
706	5.875	-693.31384	1210.54419	885.32385	-308.13721	2609.49097	1160.47461	22.60935	2473.72192	1176.78613	-321.68866	2731.16748	1525.77295	77.42414	2607.07544	1517.86279	-549.85406	713.13556	999.47632	715.92319														
707	5.883	-693.38232	1210.51392	885.42499	-308.13626	2601.63281	1159.22437	20.99526	2464.49951	1175.83582	78.46519	2598.32813	1517.19946	-314.86502	2725.02515	1523.66956	-546.15381	715.70007	997.53046	714.37758														
708	5.892	-693.30792	1210.35669	885.43439	-308.34311	2593.93188	1158.43542	18.46668	2455.16577	1176	79.16379	2589.55811	1517.0249	-314.48117	2717.1106	1523.75049	-547.96075	714.76483	998.42749	711.7746														
709	5.9	-693.35345	1210.45032	885.44354	-308.66776	2585.70801	1158.04016	17.19141	2446.06396	1174.97144	-319.55814	2707.29175	1525.70557	79.38917	2581.00928	1517.07971	158.88071	2731.56641	1237.51721	710.54486	713.0838	999.91968												
710	5.908	-693.36224	1210.56067	885.33563	-308.11908	2578.13403	1157.57971	15.27449	2436.76758	1174.97644	80.0162	2572.54297	1517.73816	-313.83221	2700.91846	1524.90186	-550.47217	713.95001	999.55743	708.63673	2721.79785	1237.47144												
711	5.917	-693.34808	1210.57141	885.39288	11.98143	2427.41211	1176.19934	-308.93781	2569.74585	1157.83508	80.47562	2564.08813	1518.67932	-313.97406	2693.1228	1526.14978	-695.30597	604.13916	1077.34204	384.41027														
712	5.925	-693.28387	1210.38892	885.44507	-307.96234	2562.06104	1158.2207	11.14595	2418.59009	1176.23364	80.39469	2555.75024	1519.67566	-314.3544	2685.54492	1527.00574	159.43082	2702.12793	1238.62561	704.42982	713.9566	999.33679	-339.94775	2872.46973	1238.30261									
713	5.933	-693.33972	1210.33313	885.51617	-307.80542	2554.00708	1159.15125	8.91081	2409.59619	1177.28503	159.50558	2692.22998	1239.50098	80.28951	2547.21509	1520.96582	-314.41104	2678.08862	1528.48071	702.25053	2865.71387	1240.21216												
714	5.942	-693.29645	1210.46411	885.41235	-307.47968	2545.48193	1160.55542	6.77827	2400.83154	1178.75635	80.03271	2539.0437	1522.44519	-319.30444	2669.7793	1531.44446	-1819.73486	3075.33716	1940.9071	700.07472	2684.68433	1239.80273	-549.22339	713.3299	999.18549									
715	5.95	-693.31213	1210.59302	885.35034	-307.1088	2537.75659	1161.91553	4.69472	2392.02979	1180.53918	-315.06238	2663.11548	1530.83716	79.29272	2530.6897	1523.83691	-1820.81384	3073.61841	1940.95898	698.00685	2675.33521	1240.65515	-548.64758	715.06879	998.62213									
716	5.958	-693.29565	1210.55188	885.34564	-307.18735	2531.07837	1162.62756	2.72647	2383.36938	1182.27844	-315.56912	2656.27734	1531.78064	78.15785	2522.25806	1525.9231	-1822.0625	3071.86279	1940.82349	696.02212	2665.23584	1241.84399	-549.76227	713.74548	999.33655									
717	5.967	-693.36224	1210.45264	885.44568	-307.37503	2523.71899	1163.89978	0.83729	2374.8606	1184.0498	77.26407	2513.48169	1525.98547	-320.32245	2648.15381	1534.21082	-1823.17212	3070.177	1940.74292	694.19953	713.56842	999.38013												
718	5.975	-693.35693	1210.42676	885.51532	-307.97263	2516.52734	1165.24158	-0.88876	2366.48291	1185.8125	-316.3703	2641.35522	1532.92419	-717.47321	1089.6759	906.03162	75.90412	2504.99243	1526.90625	692.46817	3068.46533	1940.526	158.60324	2645.60229	1243.39221									
719	5.983	-693.33972	1210.47827	885.38501	-308.64606	2509.38867	1166.2218	-3.61105	2358.12671	1188.03149	74.37566	2496.1333	1527.50867	159.78464	2635.11768	1244.53845	-319.87561	2633.78687	1534.76367	689.72867	713.73688	998.92786	-326.79391	2822.28418	1245.07617									
720	5.992	-693.34351	1210.57861	885.33551	-309.38141	2502.12866	1167.24963	-5.30232	2349.86182	1189.32947	-317.27036	2627.68506	1533.37451	-325.03632	2815.40161	1244.92468	72.77657	2487.3042	1527.83179	688.04119	2626.29492	1244.33521												
721	6	-693.34729	1210.505	885.33331	-310.49319	2495.53296	1168.15735	-7.0573	2341.37915	1190.61523	-317.77173	2620.59302	1533.33313	70.99726	2478.55591	1528.42664	-314.76068	2809.62598	1240.8562	686.28999	2616.74536	1244.71484	-547.6095	714.69116	998.29596									
722	6.008	-693.36194	1210.39783	885.48309	-311.4603	2488.448	1168.6604	-7.60485	2333.07544	1191.36499	-317.85477	2613.9458	1532.98425	-314.13934	2802.86035	1240.41113	69.16713	2469.8645	1528.78528	685.75709	712.90161	1000.35974												
723	6.017	-693.35797	1210.36084	885.51099	-312.23373	2481.45605	1169.26953	-9.42763	2324.81372	1192.74573	-317.28583	2607.07349	1532.58093	-313.57565	2796.15234	1239.72449	67.50408	2461.69189	1529.17847	683.93034	2597.49512	1245.32251												
724	6.025	-693.34601	1210.51965	885.44971	-313.49969	2474.63354	1169.75171	-11.50875	2316.65088	1194.17529	-313.14691	2789.39917	1238.8573	-322.0658	2600.71729	1533.95178	65.83198	2453.87207	1529.98279	681.83726	1090.98596	905.61444	158.96223	2588.59595	1245.46313									
725	6.033	-693.31427	1210.5437	885.36401	-314.58762	2467.74683	1169.84045	-13.65883	2308.57422	1195.58057	-319.86041	2594.78223	1531.97839	-313.31989	2784.23853	1239.54529	63.96364	2446.37207	1530.80603	679.65544	2578.93457	1245.85889												
726	6.042	-693.36652	1210.58093	885.36371	-315.34799	2460.85791	1170.4093	-16.01558	2300.50439	1196.99414	-312.58429	2775.97168	1236.82715	-323.18372	2588.57251	1533.26697	62.42802	2439.06396	1531.54395	677.35094	716.17828	997.76868												
727	6.05	-693.34991	1210.37305	885.49634	-316.29645	2453.57715	1170.6178	-18.361	2292.33911	1198.71375	-320.66324	2583.08862	1531.1687	-717.38531	1090.31409	905.04315	-312.74225	2770.57764	1237.27393	674.98891	2431.90698	1532.68213	-549.77301	714.00964	999.26068	158.17923	2561.17188	1246.32996						
728	6.058	-693.3382	1210.36536	885.50604	-317.13245	2446.52905	1170.86121	-20.73415	2284.40527	1200.39185	-321.39325	2576.97974	1530.77673	-717.40918	1088.82227	904.9552	-311.5708	2762.82007	1235.46631	672.60405	2424.90747	1533.67188	-550.16119	713.55322	999.53229	157.98653	2552.01978	1246.7052						
729	6.067	-693.34113	1210.52063	885.42914	-317.58368	2439.55151	1171.18823	-23.34884	2276.65796	1202.17627	-311.63049	2756.24438	1234.90454	-323.40741	2571.01978	1532.09961	59.05631	2418.09155	1534.90393	669.99229	713.87262	1000.30432	157.80241	2542.72656	1247.17847									
