120																																		
	Time	X1	Y1	Z1	X2	Y2	Z2	X3	Y3	Z3	X4	Y4	Z4	X5	Y5	Z5	X6	Y6	Z6	X3'	Y3'	Z3'	X6'	Y6'	Z6'									
2915	24.283	-1440.44104	539.68298	1516.7251	-1171.60999	392.03192	1473.98108	-1097.59424	506.61227	1783.83374	-1518.12036	878.3363	1527.71741	-1307.06982	1046.03003	1558.35132	-1186.31934	920.94189	1875.24487	-695.2403	604.95172	1077.17883	-693.32983	1210.42346	885.44788									
2916	24.292	-1440.67249	539.58228	1516.61938	-1171.88416	391.89172	1473.84717	-1097.91724	506.44943	1783.60925	-1518.14478	878.36029	1527.81238	-1306.9436	1045.70874	1558.7373	-1185.7406	920.20386	1875.55066	-695.62488	604.94373	1077.30359	-693.33844	1210.55798	885.38397									
2917	24.3	-1441.1228	539.58331	1516.54663	-1172.12366	391.7406	1473.61597	-1098.21423	506.28638	1783.4353	-1518.11829	878.37744	1527.87634	-1306.75037	1045.30005	1559.11597	-1185.70288	919.67761	1875.90186	-695.80725	604.84796	1077.39441	-693.37292	1210.59106	885.33685									
2918	24.308	-1441.32263	539.49762	1516.40588	-1177.15564	388.75876	1473.88086	-1098.62842	506.11325	1783.14661	-1518.00378	878.3147	1527.94165	-1306.49768	1045.01074	1559.50696	-1185.64355	919.1814	1876.18774	-695.42175	605.14539	1077.18652	-693.36426	1210.55066	885.42853									
2919	24.317	-1441.46643	539.38263	1516.2865	-1178.33972	388.61081	1473.54663	-1099.03125	505.89081	1782.84119	-1517.979	878.37842	1527.97595	-1306.24402	1044.55151	1559.72192	-1185.61023	918.61389	1876.4021	-695.2536	604.9469	1077.18506	-693.36108	1210.34619	885.5025									
2920	24.325	-1441.75012	539.39038	1516.09729	-1173.26196	389.98535	1471.0741	-1099.38586	505.65677	1782.44092	-1517.8717	878.39392	1527.99548	-1305.88684	1044.17322	1559.9325	-1185.73157	918.03821	1876.72571	-695.68665	604.95349	1077.32727	-693.3194	1210.4126	885.47009									
2921	24.333	-1441.99011	539.33356	1515.97119	-1173.64099	389.81305	1470.74426	-1099.92651	505.36853	1782.24426	-1517.875	878.45593	1528.09631	-1305.59119	1043.76709	1560.14917	-1185.89526	917.51227	1877.05444	-695.81665	604.59637	1077.47461	-693.33588	1210.51831	885.35669									
2922	24.342	-1442.37927	539.37805	1515.85559	-1174.01636	390.94937	1472.10156	-1100.21301	505.17719	1782.03113	-1517.75366	878.43481	1528.07861	-1305.20349	1043.38025	1560.32361	-1186.00439	917.11255	1877.19751	-695.74872	605.00537	1077.34399	-693.35815	1210.64355	885.33112									
2923	24.35	-1442.60852	539.35681	1515.63367	-1174.35657	390.74969	1471.84961	-1100.48169	505.10272	1781.77869	-1517.78613	878.4696	1528.16553	-1304.93555	1042.8949	1560.63367	-1185.698	916.69653	1877.32922	-695.40845	605.15021	1077.1803	-693.34717	1210.52087	885.42041									
2924	24.358	-1442.92883	539.26312	1515.57495	-1175.26318	390.48984	1471.8385	-1101.00366	505.13922	1781.6272	-1517.74866	878.53479	1528.19495	-1304.56494	1042.52563	1560.89575	-1185.15332	916.10303	1877.74487	-695.15869	605.25659	1077.06006	-693.31329	1210.26685	885.52075									
2925	24.367	-1443.38525	539.23242	1515.42542	-1175.62854	390.16748	1471.67407	-1101.33057	504.98352	1781.4231	-1517.59961	878.54944	1528.16248	-1304.13086	1042.09766	1561.09009	-1185.23767	915.71954	1877.99561	-694.74792	605.03973	1076.96228	-693.33429	1210.46326	885.42035									
2926	24.375	-1443.78979	539.11133	1515.20361	-1176.06982	389.95065	1471.35498	-1101.53174	504.80191	1781.07422	-1517.56189	878.64612	1528.1947	-1303.89844	1041.80591	1561.06018	-1185.05884	915.34473	1878.30774	-695.46918	604.93243	1077.27588	-693.35321	1210.55566	885.3183									
2927	24.383	-1444.44946	539.28741	1515.14014	-1176.48657	389.69528	1471.08887	-1102.01477	504.53275	1780.87122	-1517.45154	878.69836	1528.19006	-1303.60217	1041.58752	1561.36597	-1185.13135	915.1629	1878.55042	-695.04169	605.13861	1077.38879	-693.32886	1210.62695	885.32275									
2928	24.392	-1444.71826	539.25336	1515.07935	-1177.28906	389.32468	1470.9364	-1102.75867	504.29141	1780.36572	-1517.42444	878.81018	1528.18262	-1303.17944	1041.24512	1561.5542	-1185.15173	914.96375	1878.82031	-695.58966	604.86816	1077.30176	-693.35016	1210.4718	885.44067									
2929	24.4	-1444.90698	539.18445	1514.81616	-1182.43347	386.12708	1471.1543	-1102.8457	503.84146	1779.91614	-1517.22754	878.85858	1528.14563	-1302.90747	1040.96606	1561.68164	-1184.60474	914.5542	1879.05786	-695.30719	604.79297	1077.23279	-693.38367	1210.38525	885.51599									
2930	24.408	-1445.04114	539.13678	1514.77051	-1177.79858	387.5575	1468.84644	-1102.90649	503.43439	1779.66382	-1517.24744	878.98761	1528.16077	-1302.65112	1040.73645	1561.75183	-1184.41028	914.18658	1879.34827	-695.23505	604.93164	1077.18005	-693.37085	1210.47791	885.45117									
2931	24.417	-1445.27893	539.06097	1514.71484	-1178.36963	388.54181	1470.26184	-1103.22595	503.10388	1779.30457	-1517.13184	879.03271	1528.1355	-1302.21606	1040.43469	1561.76514	-1184.40735	913.95813	1879.54236	-695.42694	605.1651	1077.18542	-693.33868	1210.63159	885.33582									
2932	24.425	-1445.64392	538.79742	1513.99622	-1179.34546	388.18939	1470.19666	-1103.67065	502.80728	1779.07703	-1517.05066	879.11542	1528.09924	-1301.93787	1040.28064	1561.86511	-1184.43628	913.6228	1879.78552	-695.00702	605.05188	1077.06641	-693.39978	1210.57947	885.34332									
2933	24.433	-1445.90942	538.69421	1513.93079	-1179.80176	387.89871	1469.99023	-1104.13696	502.33313	1778.94824	-1516.98535	879.15894	1528.1344	-1301.76929	1040.19275	1561.97351	-1184.47803	913.4563	1879.97888	-695.2403	604.95172	1077.17883	-693.32294	1210.44446	885.4444									
2934	24.442	-1446.20044	538.59235	1513.82678	-1180.09753	387.60318	1469.79065	-1104.4541	502.03247	1778.81543	-1516.92542	879.30377	1528.09583	-1301.15137	1039.70581	1562.31421	-1184.4718	913.28772	1880.07227	-695.68665	604.95349	1077.32727	-693.31427	1210.3717	885.49042									
2935	24.45	-1446.77209	538.58472	1513.79224	-1180.48425	387.19611	1469.69946	-1104.60522	501.66309	1778.51721	-1516.81152	879.32397	1528.06702	-1300.86243	1039.52002	1562.38379	-1184.5083	913.09485	1880.25867	-695.85498	605.02734	1077.38391	-693.35394	1210.48389	885.43561									
2936	24.458	-1447.12695	538.4826	1513.6604	-1180.79175	386.84479	1469.59387	-1105.11548	501.46204	1778.30359	-1516.74817	879.50458	1528.1095	-1300.57336	1039.28589	1562.34241	-1184.50513	913.04932	1880.33093	-695.16132	604.7782	1077.17554	-693.36218	1210.63965	885.34314									
2937	24.467	-1447.3446	538.43225	1513.54004	-1181.17725	386.49362	1469.48279	-1104.15686	501.75302	1778.11206	-1516.62085	879.57629	1528.08582	-1300.56689	1039.02551	1562.13989	-1184.45361	913.01233	1880.51233	-695.00024	605.16461	1077.0448	-693.34344	1210.61853	885.34027									
2938	24.475	-1447.41016	538.40204	1513.45081	-1181.61719	386.08862	1469.04932	-1106.07947	500.96289	1777.78125	-1516.56226	879.67841	1528.1051	-1300.32813	1038.89526	1562.21729	-1184.45056	912.93024	1880.54822	-695.30182	604.77338	1077.23389	-693.29498	1210.44434	885.42065									
2939	24.483	-1447.453	538.45764	1513.37366	-1182.79956	385.66382	1468.97803	-1106.85034	500.8205	1777.52332	-1516.5946	879.84149	1528.20251	-1300.0144	1038.59778	1562.24438	-1184.37256	912.79865	1880.60889	-695.00702	605.05188	1077.06641	-693.32172	1210.36377	885.48688									
2940	24.492	-1447.83264	538.64221	1513.2749	-1183.33167	385.33743	1469.00647	-1107.53235	500.69968	1777.37207	-1516.65186	879.99176	1528.22253	-1299.69836	1038.46387	1562.2384	-1184.35718	912.76941	1880.69299	-695.35242	605.24042	1077.14221	-717.44562	1089.71802	905.24506	-693.26843	1210.43481	885.41455						
2941	24.5	-1448.14209	538.70502	1513.15613	-1183.20471	385.15588	1468.62305	-1108.01379	500.3858	1777.17932	-1516.70496	880.11005	1528.23315	-1299.45142	1038.36145	1562.20105	-1184.34351	912.69421	1880.82056	-695.67603	604.62134	1077.41272	-718.45551	1090.34143	907.00763	-693.33588	1210.60852	885.34753						
2942	24.508	-1448.36047	538.74841	1513.07263	-1184.22546	384.9953	1468.54797	-1108.66638	500.21902	1776.89172	-1516.64417	880.25208	1528.19849	-1299.21326	1038.23389	1562.22351	-1184.35327	912.73413	1880.82141	-695.55054	604.87555	1077.31885	-716.88141	1088.97571	905.91016	-693.34241	1210.6001	885.35571						
2943	24.517	-1448.74426	539.05542	1513.77869	-1184.7937	384.6554	1468.54834	-1109.23535	499.84952	1776.75452	-1516.61487	880.37347	1528.20007	-1298.99219	1037.9386	1562.17371	-1184.32898	912.61414	1881.02271	-695.323	605.30768	1077.1189	-693.34222	1210.43372	885.44525									
2944	24.525	-1448.99976	538.78406	1512.97388	-1185.20581	384.52188	1468.40186	-1109.77673	499.51071	1776.60925	-1516.62683	880.55243	1528.21179	-1298.27185	1037.68054	1562.46692	-1184.28357	912.59967	1881.07092	-694.90692	605.34186	1076.94263	-693.31763	1210.40918	885.49109									
2945	24.533	-1449.7124	539.04236	1512.93384	-1185.09924	384.29193	1468.21484	-1110.27014	499.20587	1776.51013	-1516.52954	880.60107	1528.23669	-1298.03442	1037.50525	1562.4928	-1184.27246	912.61835	1881.20361	-695.85138	604.5293	1077.5	-693.3634	1210.48608	885.39893									
2946	24.542	-1449.97668	539.06183	1512.90112	-1185.45276	384.04968	1468.08093	-1110.7041	498.68436	1776.08093	-1516.49487	880.74536	1528.28589	-1297.79761	1037.34229	1562.47729	-1184.04651	912.60596	1881.4635	-695.28125	605.19196	1077.44995	-693.2879	1210.58557	885.32483									
2947	24.55	-1450.27832	539.08429	1512.89209	-1186.19275	383.91229	1467.78247	-1111.22693	498.09695	1775.88684	-1516.39844	880.91675	1528.26501	-1297.47034	1037.13684	1562.47314	-1183.90881	912.43408	1881.46936	-695.49249	605.0083	1077.23853	-693.31763	1210.6167	885.37097									
2948	24.558	-1450.54907	539.43396	1513.59692	-1186.83228	383.6225	1467.39014	-1111.69678	497.69241	1775.77356	-1516.18469	881.05292	1528.26465	-1297.27844	1036.94543	1562.60193	-1183.79956	912.42053	1881.56995	-695.71277	604.55359	1077.43921	-693.3399	1210.44714	885.40894									
2949	24.567	-1450.69897	539.46478	1513.54321	-1186.73633	383.58517	1467.03552	-1111.5752	497.40109	1775.63928	-1516.19312	881.16449	1528.33374	-1298.53552	1037.05786	1562.73145	-1183.58289	912.38434	1881.74121	-695.67175	605.039	1077.30688	-693.36316	1210.3877	885.46649									
2950	24.575	-1451.04187	539.60571	1513.54553	-1187.77649	383.56805	1466.68408	-1113.05322	496.75476	1775.16943	-1516.16614	881.276	1528.36267	-1296.87695	1036.65308	1562.67981	-1183.44238	912.33398	1881.77356	-695.40527	604.88116	1077.22412	-693.34082	1210.48755	885.38843									
2951	24.583	-1451.41296	539.70697	1513.44385	-1187.62878	383.20587	1466.20874	-1113.49792	496.24783	1774.87952	-1516.1676	881.34747	1528.4386	-1296.70996	1036.5177	1562.73901	-1183.09302	912.06482	1881.75525	-695.2403	604.95172	1077.17883	-693.36023	1210.59448	885.32703									
2952	24.592	-1451.58557	539.69452	1512.45166	-1187.97021	383.15701	1465.96802	-1114.07349	495.95242	1774.67114	-1516.15063	881.42084	1528.48474	-1296.58752	1036.41284	1562.91211	-1182.65833	911.83875	1881.82654	-696.07745	604.98962	1077.48145	-693.31738	1210.59167	885.39209									
2953	24.6	-1451.76123	539.75751	1512.30664	-1188.24451	382.95972	1465.48523	-1114.72278	495.5322	1774.36584	-1516.1554	881.54321	1528.58594	-1296.41736	1036.20044	1562.97644	-1182.30969	911.65015	1881.7373	-696.50183	604.11981	1077.83521	-693.37921	1210.4823	885.44586									
2954	24.608	-1452.07593	539.88269	1512.1958	-1188.80054	382.71304	1465.11926	-1115.24304	495.26874	1774.03442	-1516.09412	881.66388	1528.55139	-1296.29321	1036.10376	1563.10486	-1182.03198	911.48651	1881.71533	-695.80298	604.70313	1077.45117	-693.39636	1210.42285	885.43158									
2955	24.617	-1452.26404	539.81702	1512.11499	-1189.54712	382.53589	1464.74402	-1115.83032	495.08249	1773.61621	-1515.35229	881.30408	1528.14294	-1296.10547	1035.97595	1563.23218	-1181.38599	911.15137	1881.91211	-695.1319	604.8454	1077.15222	-693.34412	1210.49292	885.41388									
2956	24.625	-1452.55762	539.79089	1511.94629	-1189.86792	382.45322	1464.31262	-1116.68555	495.4574	1773.28784	-1516.05566	881.83337	1528.82153	-1296.05835	1035.95886	1563.44214	-1180.7771	910.67468	1881.99316	-695.10925	605.03723	1077.07666	-693.34161	1210.58118	885.39661									
2957	24.633	-1452.88196	539.71057	1511.74963	-1190.31738	382.14319	1463.72864	-1117.36768	495.18872	1772.85303	-1515.25134	881.41083	1528.28369	-1296.00732	1035.87097	1563.65417	-1180.62061	910.55377	1881.7323	-695.80841	604.70178	1077.45361	-693.39215	1210.48816	885.37738									
2958	24.642	-1453.54602	539.7359	1511.54382	-1190.30884	382.00595	1463.31897	-1118.0802	495.09109	1772.50024	-1516.03333	882.02411	1529.06689	-1295.97107	1035.86743	1563.94031	-1180.13428	910.2558	1881.60791	-694.73877	605.14337	1076.94116	-693.34259	1210.49146	885.42853									
2959	24.65	-1453.85339	539.62238	1511.31372	-1191.10864	381.79611	1462.91589	-1119.05347	495.10077	1771.9668	-1515.17236	881.57635	1528.48975	-1295.88159	1035.77405	1564.10669	-1179.60217	909.99353	1881.59302	-694.35205	605.67322	1076.98853	-693.31122	1210.47205	885.41205									
2960	24.658	-1454.38269	539.71014	1512.19629	-1191.18835	381.70105	1462.22864	-1119.29382	494.71112	1771.10718	-1515.13879	881.63794	1528.58118	-1295.85742	1035.73792	1564.35974	-1179.02063	909.466	1881.38721	-695.91779	604.89063	1077.4325	-693.35773	1210.43848	885.3996									
2961	24.667	-1454.47498	539.82788	1511.12537	-1191.10132	381.64948	1461.40637	-1120.12708	494.50024	1770.43811	-1515.09412	881.73889	1528.6687	-1295.79285	1035.69702	1564.56958	-1178.37891	908.86536	1881.30762	-695.46997	604.97186	1077.23535	-693.34729	1210.51917	885.40009									
2962	24.675	-1454.81055	539.72015	1511.97107	-1191.45911	381.49234	1460.651	-1120.5979	494.23108	1769.67542	-1515.00061	881.82617	1528.80237	-1295.74475	1035.68713	1564.77148	-1177.56287	908.2879	1881.09607	-695.90588	605.03912	1077.40283	-693.33423	1210.48083	885.39709									
2963	24.683	-1455.17603	539.68073	1511.80225	-1193.17017	381.21988	1460.37061	-1120.98828	494.05078	1769.10205	-1515.02527	881.89581	1528.88013	-1295.69617	1035.63281	1564.93542	-1176.99512	907.95209	1880.94409	-695.12897	605.32416	1077.03662	-716.50269	1088.48926	904.55933	-693.33759	1210.42163	885.45679						
2964	24.692	-1455.66272	539.54822	1511.54675	-1192.84753	380.95245	1459.30542	-1121.49963	493.84741	1768.40601	-1514.98633	881.95703	1528.97693	-1296.10303	1035.6084	1564.85046	-1176.15247	907.30872	1880.67444	-695.2403	604.95172	1077.17883	-693.30658	1210.47351	885.38727									
2965	24.7	-1456.31836	539.52875	1511.46326	-1193.63757	380.63269	1458.60217	-1122.17578	493.78134	1767.30151	-1515.05371	882.02631	1529.08716	-1296.08276	1035.43689	1565.10718	-1175.49683	906.66205	1880.4043	-695.91907	604.93268	1077.42603	-693.36304	1210.49487	885.41327									
2966	24.708	-1456.90747	539.49237	1511.30273	-1193.86987	380.47473	1457.7771	-1122.81531	493.81461	1766.52625	-1515.05334	882.02344	1529.15771	-1296.11523	1035.25012	1565.33252	-1174.66809	905.94086	1880.01917	-696.11829	604.58069	1077.56665	-693.35364	1210.50745	885.41412									
2967	24.717	-1457.14734	539.33044	1511.11987	-1194.55237	380.21765	1457.13843	-1123.29858	493.64758	1765.33362	-1515.09375	882.08936	1529.2771	-1296.05945	1035.12537	1565.53467	-1173.92334	905.34662	1879.57056	-695.03088	604.96576	1077.09058	-693.31854	1210.43872	885.41144									
2968	24.725	-1457.36987	539.25128	1510.84131	-1194.91174	379.89908	1456.2113	-1124.04712	493.66147	1764.18408	-1515.15637	882.19769	1529.46594	-1295.96106	1035.00171	1565.69531	-1173.08435	904.7243	1879.49133	-695.81537	604.90918	1077.38745	-693.29907	1210.38074	885.50812									
2969	24.733	-1457.92664	539.26733	1510.41956	-1196.15784	379.66498	1455.34167	-1124.65466	493.66333	1763.01611	-1516.17395	882.83765	1530.21973	-1296.9165	1035.0387	1566.19812	-1172.25549	904.18317	1879.18982	-695.79266	605.18878	1077.33142	-693.34222	1210.48645	885.41772									
2970	24.742	-1458.22791	539.18695	1510.08899	-1196.67725	379.06329	1454.3363	-1124.82312	493.68887	1761.979	-1516.18201	882.87646	1530.26758	-1295.08789	1034.5437	1566.22021	-1171.14038	903.41241	1878.85962	-695.79462	604.70514	1077.44739	-693.32471	1210.46338	885.40936									
2971	24.75	-1458.83496	539.10577	1509.9093	-1198.06775	378.71655	1453.23413	-1124.93994	493.6987	1760.67346	-1516.32593	883.03552	1530.40332	-1294.87683	1034.32214	1566.32361	-1170.00891	902.72583	1878.4845	-696.27386	604.61835	1077.62402	-693.3623	1210.54346	885.40747									
2972	24.758	-1459.36719	538.9939	1509.58252	-1197.55164	378.51553	1452.02539	-1125.54346	493.50739	1759.29138	-1516.36938	883.10333	1530.42798	-1294.57593	1033.8584	1566.26892	-1169.14343	902.02454	1877.84863	-694.73877	605.14337	1076.94116	-693.31982	1210.45886	885.47162									
2973	24.767	-1459.86218	539.00739	1509.2843	-1198.32275	378.15842	1451.17322	-1125.9397	493.51508	1757.71704	-1515.53992	882.80566	1530.04346	-1294.27356	1033.54407	1566.31738	-1168.64709	901.47314	1877.5824	-695.35876	604.4538	1077.31079	-693.33295	1210.44702	885.45923									
2974	24.775	-1460.41187	539.09778	1509.19617	-1199.13892	377.52402	1449.995	-1126.49536	493.74591	1756.49341	-1515.59473	882.90466	1530.12903	-1294.01221	1033.1123	1566.28748	-1166.8855	900.50024	1877.09058	-695.12897	605.32416	1077.03662	-693.37262	1210.43835	885.45032									
2975	24.783	-1460.56128	538.92627	1508.97485	-1199.47119	377.12259	1448.79065	-1126.8728	493.7493	1754.88196	-1515.56396	882.9259	1530.12805	-1293.71875	1032.77222	1566.23523	-1166.20496	899.92676	1876.76392	-694.73877	605.14337	1076.94116	-693.35211	1210.5094	885.36017									
2976	24.792	-1461.00977	538.78259	1508.86108	-1200.42969	376.56589	1447.67163	-1126.83728	493.5715	1753.29968	-1515.52832	882.99023	1530.20764	-1293.401	1032.38232	1566.22571	-1165.60815	899.37061	1876.49329	-694.94116	604.83875	1077.0752	-693.36627	1210.55627	885.38031									
2977	24.8	-1461.54761	538.62836	1508.73108	-1200.80164	376.22165	1446.34741	-1127.26709	493.61093	1751.71753	-1515.55762	883.11285	1530.28638	-1293.06689	1032.03601	1566.24866	-1164.38684	898.43719	1876.00879	-695.63733	605.13086	1077.27734	-693.26154	1210.41748	885.45984									
2978	24.808	-1461.93225	538.34149	1508.34436	-1201.59375	375.71564	1445.31152	-1127.09924	493.52151	1750.04883	-1515.50513	883.12158	1530.31213	-1292.797	1031.78162	1566.2218	-1163.82898	898.04401	1875.76782	-696.02533	604.97778	1077.46204	-693.35297	1210.46802	885.46411									
2979	24.817	-1462.22327	538.11487	1508.11694	-1202.35486	375.1091	1443.83655	-1127.37085	493.66092	1748.58545	-1515.49487	883.17859	1530.36865	-1292.52954	1031.5166	1566.15881	-1163.18506	897.50568	1875.2749	-694.97272	605.31274	1076.97449	-693.3476	1210.51733	885.38019									
2980	24.825	-1462.77759	538.07294	1507.89819	-1203.56238	374.70932	1442.67822	-1128.2583	493.90598	1746.93506	-1515.5365	883.24023	1530.45056	-1292.24768	1031.22473	1566.10913	-1161.62695	896.47565	1874.81641	-694.74792	605.03973	1076.96228	-693.37872	1210.52405	885.38361									
2981	24.833	-1463.07959	537.94501	1507.63147	-1203.32068	374.32983	1441.26733	-1128.41101	493.85757	1745.23401	-1515.48352	883.25781	1530.50549	-1291.99561	1030.80811	1566.08984	-1160.57471	895.58392	1874.40002	-695.01306	604.8493	1077.42542	-693.34467	1210.52075	885.41681									
2982	24.842	-1463.49463	537.86188	1507.25574	-1204.48291	373.7934	1440.11633	-1128.53174	493.99622	1743.43359	-1515.44116	883.32245	1530.5437	-1291.78833	1030.47803	1566.08887	-1159.77576	895.09143	1873.92175	-695.25879	604.96661	1077.18396	-716.68219	1088.30896	904.88293	-693.32727	1210.46143	885.41339						
2983	24.85	-1463.88123	537.76917	1507.1792	-1204.87207	372.93384	1438.81677	-1128.36365	494.02158	1741.95081	-1515.44666	883.36993	1530.64856	-1291.57776	1030.10925	1566.07556	-1159.05273	894.38885	1873.63525	-695.58502	604.72198	1077.35864	-693.38721	1210.49463	885.43433									
2984	24.858	-1464.32849	537.68542	1506.94946	-1205.40442	372.40942	1437.63904	-1128.10107	493.92786	1739.89734	-1515.43262	883.40405	1530.69666	-1291.37024	1029.7926	1565.97119	-1158.17517	893.65424	1873.06616	-695.44562	604.64276	1077.3147	-693.33789	1210.52917	885.38226									
2985	24.867	-1464.80762	537.56165	1506.66956	-1206.93091	371.65546	1436.5365	-1127.64392	493.84558	1738.18042	-1515.41541	883.3902	1530.73633	-1291.16931	1029.49658	1565.9823	-1157.5177	892.96356	1872.52014	-695.62451	604.60968	1077.39355	-693.34338	1210.50024	885.39539									
2986	24.875	-1464.9093	537.47437	1506.16565	-1207.91968	371.2113	1435.56592	-1127.76501	494.00516	1736.48096	-1515.46106	883.38129	1530.85547	-1290.89673	1029.09045	1565.98865	-1156.64063	892.29785	1872.11597	-695.39307	605.00928	1077.23193	-693.31927	1210.45581	885.41449									
2987	24.883	-1464.64136	538.11011	1504.41089	-1208.85803	370.40146	1434.11267	-1128.849	494.68359	1734.8905	-1515.66772	883.48224	1531.02942	-1290.5365	1028.65491	1565.85718	-1155.8855	891.38983	1871.74316	-695.12897	605.32416	1077.03662	-693.3512	1210.41394	885.47766									
2988	24.892	-1465.0686	537.82007	1504.33582	-1209.11279	369.90424	1432.7804	-1128.47546	494.49133	1732.97461	-1515.67603	883.48242	1531.13867	-1290.27002	1028.34875	1565.78308	-1155.02673	890.49329	1871.48779	-695.32422	604.95697	1077.1781	-693.31763	1210.44788	885.41675									
2989	24.9	-1465.25232	537.46545	1504.09705	-1209.63635	369.42801	1431.76379	-1128.54346	494.80789	1731.25671	-1515.66284	883.43811	1531.22119	-1289.91895	1027.92627	1565.70142	-1155.01038	890.13379	1871.24438	-695.9845	604.52148	1077.55591	-693.34668	1210.50476	885.36163									
2990	24.908	-1465.92358	537.26965	1503.90491	-1210.25049	368.64023	1430.50488	-1128.18494	494.8287	1729.59436	-1515.69446	883.36951	1531.34155	-1289.67932	1027.57703	1565.7356	-1154.59485	889.55756	1871.19751	-695.23718	604.68268	1077.22253	-693.36023	1210.49927	885.42114									
2991	24.917	-1466.43689	537.1922	1503.48865	-1210.85144	367.90564	1429.05017	-1127.9292	494.83093	1727.58032	-1515.66492	883.36304	1531.37292	-1289.39624	1027.19397	1565.69653	-1154.203	888.94391	1871.03247	-694.86292	604.93597	1077.02686	-693.30255	1210.31128	885.45831									
2992	24.925	-1466.51672	537.13092	1503.38892	-1211.6084	367.22415	1428.22412	-1127.31323	494.73648	1725.81287	-1515.69446	883.34271	1531.55481	-1289.17285	1026.86633	1565.7384	-1153.89587	888.35309	1870.69055	-695.82727	604.61615	1077.47559	-693.28778	1210.34937	885.4353									
2993	24.933	-1466.55139	537.09515	1503.30469	-1212.46985	366.58841	1426.99084	-1127.52136	494.96667	1724.1687	-1515.69385	883.31226	1531.67175	-1289.02698	1026.59412	1565.78357	-1153.69604	887.9469	1870.85376	-695.41388	605.17004	1077.1792	-693.33923	1210.50842	885.43018									
2994	24.942	-1466.66858	536.99506	1503.15784	-1213.60242	366.15234	1425.55151	-1127.29102	494.85291	1722.29688	-1515.60095	883.30609	1531.83704	-1288.90088	1026.24927	1565.86047	-1153.54968	887.60693	1870.70813	-695.2403	604.95172	1077.17883	-693.29297	1210.50867	885.35565									
2995	24.95	-1467.0365	536.81702	1503.05957	-1214.1167	365.44525	1424.10803	-1127.44934	495.07443	1720.39124	-1515.69604	883.30347	1531.86414	-1288.74414	1026.03723	1565.9585	-1153.19299	887.38129	1870.65564	-695.9848	604.7948	1077.47607	-693.32214	1210.43091	885.43018									
2996	24.958	-1467.42761	536.6651	1502.99304	-1215.35522	364.88498	1423.10681	-1128.1521	495.5144	1718.70947	-1515.84375	883.36371	1532.22473	-1288.52112	1025.61914	1565.97363	-1152.95898	887.13306	1870.88269	-695.46869	605.09393	1077.21436	-693.33563	1210.32739	885.54529									
2997	24.967	-1467.75476	536.46521	1502.88879	-1215.59729	364.24481	1421.84436	-1127.56934	495.48019	1716.73022	-1515.89453	883.29956	1532.34668	-1288.3197	1025.28992	1565.92456	-1152.48682	886.69055	1870.81812	-695.60535	604.94727	1077.29492	-693.32312	1210.29822	885.53491									
2998	24.975	-1468.09985	536.31305	1502.76514	-1216.01709	363.44327	1420.50781	-1127.35339	495.46765	1714.7926	-1515.68127	883.10815	1532.41785	-1288.08838	1024.96497	1565.91296	-1151.93823	886.38977	1870.85437	-694.89301	605.01233	1077.02637	-693.35046	1210.52881	885.38867									
2999	24.983	-1468.28162	536.05481	1502.578	-1216.68689	362.76398	1419.20776	-1126.86145	495.55698	1712.87927	-1515.89636	883.12701	1532.80554	-1287.98511	1024.75867	1566.0271	-1151.78381	886.24286	1870.8396	-695.65063	604.54059	1077.41589	-693.33881	1210.47034	885.37872									
3000	24.992	-1468.4126	535.89832	1502.46082	-1217.6416	362.11346	1418.3407	-1127.14417	495.84976	1711.02856	-1516.00671	883.07159	1532.85291	-1287.80493	1024.45776	1566.06555	-1151.40637	885.92792	1870.74207	-695.03729	605.36066	1077.32166	-693.29688	1210.4386	885.45807									
3001	25	-1468.45386	535.80511	1502.34424	-1217.80188	361.51538	1416.97314	-1126.66736	495.85016	1708.91821	-1516.05615	882.94189	1532.96448	-1287.77051	1024.27515	1566.14844	-1151.43726	885.97485	1870.80542	-695.17542	604.94446	1077.15344	-693.33563	1210.30554	885.56415									
3002	25.008	-1468.63672	535.73572	1502.15771	-1219.08228	360.8569	1415.76807	-1127.35193	496.36868	1707.04871	-1515.98267	882.83173	1533.13708	-1287.67419	1024.07642	1566.17798	-1151.10059	885.69879	1870.87549	-695.0943	604.77216	1077.47168	-693.3338	1210.32202	885.50586									
3003	25.017	-1468.77686	535.60205	1501.91223	-1220.39502	360.16559	1414.67261	-1127.23242	496.65192	1705.15796	-1516.06128	882.76233	1533.22876	-1287.65417	1023.83606	1566.25818	-1150.98718	885.64813	1870.85437	-695.83179	604.75989	1077.41919	-693.33368	1210.47156	885.39636									
3004	25.025	-1468.88391	535.47107	1501.74268	-1220.95483	359.77643	1413.52234	-1126.64258	496.61194	1703.00879	-1516.11865	882.77325	1533.32947	-1287.67188	1023.73297	1566.35876	-1151.13916	885.72858	1871.03418	-695.61896	604.80139	1077.32495	-693.32239	1210.47302	885.36792									
3005	25.033	-1469.07288	535.38495	1501.63171	-1221.29773	359.05032	1412.20032	-1126.38232	496.92636	1701.04443	-1516.17297	882.73926	1533.41638	-1287.71484	1023.67401	1566.42993	-1151.05554	885.69086	1871.13147	-694.82782	605.38159	1076.93787	-718.39008	1090.22058	906.39642	-693.31836	1210.4696	885.43329						
